cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	cluster_size	NSF_marker_count	NSForest_markers	binary_genes	donor_composition	donor_composition_alert_0.90	library_composition_alert_0.95	library_composition_over0.01	dominant_library_percentage	dominant_library_info	roi_composition	roi_composition_alert_0.95	cluster_median_level1.class_scANVI_AIT11.6_round1_entropy	cluster_median_level2.neighborhood_scANVI_AIT11.6_round1_entropy	cluster_median_level1.class_scANVI_AIT11.6_round2_entropy	cluster_median_level2.neighborhood_scANVI_AIT11.6_round2_entropy	cluster_median_level3.subclass_scANVI_AIT11.6_round2_entropy	cluster_median_doublet_score	cluster_median_pct_counts_mt	gene_counts	umi_counts	umi_gene_ratio
AIT117_216	MSN_82		AIT117_338	STRd D2 Matrix	cluster							2000	3	['LINC02343', 'LINC02462', 'LINC01378']	['LINC01487', 'LINC00457', 'LINC02343', 'AC112481.2', 'LINC02462', 'LINC01378', 'CHRM3-AS2', 'AL139379.1', 'AL138701.2', 'DRD2']	H20.30.002(0.8775)| H23.30.001(0.067)| H18.30.001(0.041)| H20.30.001(0.0145)| H19.30.004(0.0)	Balanced	Balanced	897_E03 (0.8685)|2013_C01 (0.0295)|891_A06 (0.0230)|2018_B01 (0.0135)|930_E05 (0.0125)|847_A04 (0.0120)	0.8685	897_E03 (0.8685)|a total of 6586 cells in this dominant library	CaB(0.9415)| PuPV(0.0235)| CaH(0.0145)| PuC(0.0075)| CaT(0.006)| GPe(0.0025)| PuR(0.0025)| NAC(0.002)| GPi(0.0)| GPeC(0.0)| GPeR(0.0)| Pu(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0	0.0822	4346	14084.5	3.24
AIT117_217	MSN_86		AIT117_341	STRd D1 Matrix	cluster							632	2	['AL356488.2', 'AL445584.2']	['AL356488.2', 'AC159540.2', 'AC004551.1', 'TMEM179', 'AL445584.2', 'MT-ATP8', 'LINC01951', 'MT-ND4L', 'PNN', 'LINC02112']	H20.30.001(0.6013)| H23.30.001(0.1614)| H20.30.002(0.1598)| H18.30.001(0.0775)| H19.30.004(0.0)	Balanced	Balanced	930_D05 (0.2136)|930_F05 (0.1851)|988_E05 (0.1123)|930_E05 (0.0570)|2016_C03 (0.0522)|822_A01 (0.0506)|2016_B03 (0.0491)|822_B01 (0.0475)|988_D05 (0.0396)|2018_A01 (0.0253)|988_C05 (0.0174)|930_A05 (0.0158)|847_D04 (0.0158)|930_C05 (0.0142)|930_B05 (0.0127)|2013_C01 (0.0111)	0.2136	930_D05 (0.2136)|a total of 8788 cells in this dominant library	PuC(0.3165)| PuR(0.2421)| PuPV(0.2294)| CaB(0.0807)| CaT(0.0601)| CaH(0.0332)| NAC(0.0222)| GPeR(0.0095)| GPi(0.0032)| Pu(0.0016)| GPe(0.0016)| GPeC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0	0.3714	3810	10953	2.87
AIT117_218	MSN_87		AIT117_341	STRd D1 Matrix	cluster							743	4	['ATP2A3', 'AC069410.1', 'AC004551.1', 'AL445584.2']	['ATP2A3', 'AC069410.1', 'AL110292.1', 'AC004551.1', 'AL445584.2', 'LINC01951', 'SLC22A10', 'AL355472.2', 'RGS9', 'SEC14L5']	H23.30.001(0.6703)| H20.30.001(0.288)| H18.30.001(0.0215)| H20.30.002(0.0202)| H19.30.004(0.0)	Balanced	Balanced	2016_B03 (0.3069)|2016_C03 (0.2153)|988_E05 (0.1521)|930_D05 (0.0983)|2018_A01 (0.0659)|2013_C01 (0.0350)|2018_B01 (0.0336)|930_F05 (0.0296)|847_C04 (0.0135)|2006_A05 (0.0135)|930_B05 (0.0108)	0.3069	2016_B03 (0.3069)|a total of 6315 cells in this dominant library	PuC(0.4872)| PuPV(0.4145)| CaB(0.0579)| PuR(0.0296)| CaT(0.0094)| CaH(0.0013)| GPe(0.0)| GPi(0.0)| GPeR(0.0)| GPeC(0.0)| Pu(0.0)| NAC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.027	0.0637	5771	22787	3.95
AIT117_219	MSN_88		AIT117_341	STRd D1 Matrix	cluster							6446	3	['AC069410.1', 'AL110292.1', 'LINC02822']	['ACOXL', 'AC092979.1', 'AC069410.1', 'AL110292.1', 'LINC02822', 'GREM2', 'SLC22A10', 'EBF1', 'TAC1', 'PROX1']	H20.30.001(0.4147)| H23.30.001(0.4034)| H18.30.001(0.1101)| H20.30.002(0.0718)| H19.30.004(0.0)	Balanced	Balanced	930_D05 (0.2290)|2018_A01 (0.1938)|988_E05 (0.1132)|2016_B03 (0.1126)|930_F05 (0.0627)|847_D04 (0.0603)|2018_B01 (0.0450)|847_C04 (0.0437)|988_C05 (0.0343)|2016_C03 (0.0337)|930_B05 (0.0259)|2013_C01 (0.0137)	0.229	930_D05 (0.229)|a total of 8788 cells in this dominant library	PuC(0.6216)| PuPV(0.2384)| PuR(0.0669)| CaT(0.036)| CaB(0.0281)| CaH(0.0076)| Pu(0.0008)| GPe(0.0003)| GPeC(0.0002)| GPi(0.0002)| GPeR(0.0)| NAC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.0227	0.0801	6603.5	30841	4.67
AIT117_89	MSN_89		AIT117_342	STRd D1 Striosome	cluster							2073	4	['LINC01967', 'FAM163A', 'AC097515.1', 'AC073365.1']	['LINC01967', 'LINC01798', 'FAM163A', 'AC097515.1', 'AC073365.1', 'AC073941.1', 'AL445584.2', 'AC012405.1', 'PENK', 'RELN']	H20.30.001(0.5273)| H23.30.001(0.3579)| H18.30.001(0.0873)| H20.30.002(0.0275)| H19.30.004(0.0)	Balanced	Balanced	930_D05 (0.2243)|930_F05 (0.1438)|988_E05 (0.1394)|2016_B03 (0.1163)|2018_A01 (0.1105)|2018_B01 (0.0704)|847_D04 (0.0507)|847_C04 (0.0275)|2016_C03 (0.0270)|2013_C01 (0.0207)|930_E05 (0.0125)	0.2243	930_D05 (0.2243)|a total of 8788 cells in this dominant library	PuC(0.5094)| PuPV(0.2648)| PuR(0.1534)| CaB(0.0458)| CaH(0.0116)| CaT(0.0092)| Pu(0.0043)| NAC(0.0005)| GPe(0.0005)| GPeC(0.0005)| GPeR(0.0)| GPi(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0.24	0.04	0.062	7478	39547	5.29
AIT117_90	MSN_90		AIT117_342	STRd D1 Striosome	cluster							566	4	['BLM', 'SPATA22', 'MCOLN3', 'LINC01798']	['BLM', 'LINC01967', 'SPATA22', 'MCOLN3', 'AL138720.1', 'LINC01798', 'LGR6', 'GPC4', 'AL390957.1', 'PTPRQ']	H20.30.001(0.4523)| H23.30.001(0.371)| H18.30.001(0.1131)| H20.30.002(0.0636)| H19.30.004(0.0)	Balanced	Balanced	930_D05 (0.2244)|2016_B03 (0.1484)|930_F05 (0.1184)|988_E05 (0.0989)|2018_B01 (0.0989)|2018_A01 (0.0901)|847_D04 (0.0565)|847_C04 (0.0477)|988_C05 (0.0389)|2016_C03 (0.0265)|822_A01 (0.0141)|930_C05 (0.0106)	0.2244	930_D05 (0.2244)|a total of 8788 cells in this dominant library	PuC(0.5265)| PuPV(0.2756)| PuR(0.1396)| CaT(0.0406)| CaH(0.0106)| CaB(0.0053)| Pu(0.0018)| GPi(0.0)| GPeR(0.0)| GPeC(0.0)| GPe(0.0)| NAC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.05	0.0828	7665.5	42824	5.59
AIT117_91	MSN_91		AIT117_341	STRd D1 Matrix	cluster							994	5	['AL163541.1', 'AC096570.1', 'TSPAN2', 'PCAT1', 'AC016074.2']	['AL163541.1', 'AC096570.1', 'TSPAN2', 'PCAT1', 'AC016074.2', 'AL138701.2', 'AC087457.1', 'EYA1', 'KCNH5', 'MRAP2']	H20.30.001(0.6006)| H18.30.001(0.1911)| H23.30.001(0.1579)| H20.30.002(0.0503)| H19.30.004(0.0)	Balanced	Balanced	930_D05 (0.2495)|930_F05 (0.1841)|988_E05 (0.1590)|847_D04 (0.1066)|2018_A01 (0.0724)|847_C04 (0.0664)|2016_B03 (0.0493)|930_B05 (0.0241)|988_C05 (0.0161)|2018_B01 (0.0151)|2016_C03 (0.0141)	0.2495	930_D05 (0.2495)|a total of 8788 cells in this dominant library	PuC(0.502)| PuPV(0.2545)| PuR(0.1982)| CaT(0.0221)| CaB(0.0121)| CaH(0.007)| GPeC(0.003)| GPi(0.001)| GPe(0.0)| GPeR(0.0)| Pu(0.0)| NAC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.03	0.109	6925	34140.5	4.93
AIT117_220	MSN_92		AIT117_341	STRd D1 Matrix	cluster							3419	4	['FAM163A', 'TSPAN2', 'GREM2', 'EBF1']	['FAM163A', 'TSPAN2', 'AC073941.1', 'AL445584.2', 'GREM2', 'EBF1', 'TAC1', 'MEIS1', 'RELN', 'AC008415.1']	H20.30.001(0.5294)| H23.30.001(0.2682)| H18.30.001(0.1696)| H20.30.002(0.0328)| H19.30.004(0.0)	Balanced	Balanced	930_D05 (0.2004)|930_F05 (0.1854)|988_E05 (0.1378)|2018_A01 (0.1167)|847_D04 (0.0883)|2016_B03 (0.0796)|847_C04 (0.0699)|2018_B01 (0.0380)|2016_C03 (0.0149)|2013_C01 (0.0132)	0.2004	930_D05 (0.2004)|a total of 8788 cells in this dominant library	PuC(0.4946)| PuPV(0.2612)| PuR(0.198)| CaB(0.0281)| CaT(0.0097)| CaH(0.0064)| GPe(0.0009)| GPeC(0.0009)| GPi(0.0003)| GPeR(0.0)| Pu(0.0)| NAC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.0227	0.0915	6878	33108	4.81
AIT117_221	MSN_93		AIT117_341	STRd D1 Matrix	cluster							855	6	['ACOXL', 'FRMPD1', 'LINC01378', 'AC015631.1', 'LINC02822', 'AL139379.1']	['ACOXL', 'FRMPD1', 'LINC01378', 'AC015631.1', 'LINC02822', 'AL139379.1', 'AL138701.2', 'AL445584.2', 'LINC01951', 'EBF1']	H23.30.001(0.7532)| H20.30.001(0.1953)| H18.30.001(0.0351)| H20.30.002(0.0164)| H19.30.004(0.0)	Balanced	Balanced	2018_B01 (0.5719)|2013_C01 (0.0877)|930_D05 (0.0667)|930_F05 (0.0585)|930_E05 (0.0363)|2016_C03 (0.0269)|988_E05 (0.0269)|891_A06 (0.0246)|2016_B03 (0.0211)|2006_A05 (0.0152)|2018_A01 (0.0152)|2018_E01 (0.0129)	0.5719	2018_B01 (0.5719)|a total of 6469 cells in this dominant library	PuPV(0.6351)| CaB(0.1673)| PuC(0.1088)| PuR(0.0596)| CaT(0.0222)| CaH(0.0058)| GPe(0.0012)| GPi(0.0)| GPeR(0.0)| GPeC(0.0)| Pu(0.0)| NAC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.0294	0.02	7345	38521	5.24
AIT117_222	MSN_94		AIT117_341	STRd D1 Matrix	cluster							885	3	['AL110292.1', 'MT-ATP8', 'DRD1']	['AL110292.1', 'TSIX', 'XIST', 'MT-ATP8', 'GREM2', 'DRD1', 'MT-ND4L', 'TAC1', 'EBF1', 'TRHDE']	H18.30.001(0.8056)| H20.30.001(0.1424)| H23.30.001(0.0429)| H20.30.002(0.009)| H19.30.004(0.0)	Balanced	Balanced	847_D04 (0.7616)|930_D05 (0.0927)|847_C04 (0.0395)|988_E05 (0.0339)|2016_B03 (0.0237)|930_F05 (0.0147)|2018_A01 (0.0113)	0.7616	847_D04 (0.7616)|a total of 3969 cells in this dominant library	PuC(0.8904)| PuPV(0.0802)| PuR(0.0226)| CaB(0.0034)| CaH(0.0023)| CaT(0.0011)| GPe(0.0)| GPi(0.0)| GPeR(0.0)| GPeC(0.0)| Pu(0.0)| NAC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0	1.4752	6754	29786	4.41
AIT117_223	MSN_95		AIT117_342	STRd D1 Striosome	cluster							338	5	['PDE4C', 'ADGRD1', 'ABO', 'RSPO3', 'SEMA3C']	['PDE4C', 'ADGRD1', 'ABO', 'RSPO3', 'LINC01435', 'SEMA3C', 'IL1RAPL2', 'EBF1', 'SLCO5A1', 'SEMA3E']	H23.30.001(0.6568)| H18.30.001(0.1716)| H20.30.001(0.1183)| H20.30.002(0.0533)| H19.30.004(0.0)	Balanced	Balanced	2018_C01 (0.2870)|2018_B01 (0.1864)|988_D05 (0.1509)|2018_E01 (0.0503)|2013_C01 (0.0414)|930_E05 (0.0414)|822_B01 (0.0414)|988_E05 (0.0355)|980_C02 (0.0325)|2006_B05 (0.0266)|2016_B03 (0.0178)|2012_C05 (0.0178)|2016_C03 (0.0148)|988_C05 (0.0118)|891_A06 (0.0118)	0.287	2018_C01 (0.287)|a total of 7029 cells in this dominant library	GPe(0.3195)| PuPV(0.2781)| CaT(0.2633)| CaB(0.1036)| PuC(0.0207)| CaH(0.0059)| NAC(0.0059)| GPeC(0.003)| GPeR(0.0)| GPi(0.0)| Pu(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.053	0.038	8119	50024	6.16
AIT117_224	MSN_96		AIT117_342	STRd D1 Striosome	cluster							453	4	['TH', 'EBF1', 'TRPC6', 'COL4A2']	['TH', 'FAM9B', 'AC025887.2', 'EBF1', 'TRPC6', 'COL4A2', 'RELN', 'ETV1', 'PCDH11Y', 'BICC1']	H23.30.001(0.7196)| H20.30.001(0.0993)| H18.30.001(0.0927)| H20.30.002(0.0883)| H19.30.004(0.0)	Balanced	Balanced	2018_C01 (0.4216)|2016_C03 (0.1104)|2006_B05 (0.0640)|1036_C03 (0.0596)|2013_A01 (0.0530)|988_D05 (0.0486)|1042_C06 (0.0442)|1042_B06 (0.0353)|2013_C01 (0.0221)|1110_B07 (0.0177)|1110_A07 (0.0155)|2012_A05 (0.0132)|988_E05 (0.0132)|2018_B01 (0.0110)|822_B01 (0.0110)	0.4216	2018_C01 (0.4216)|a total of 7029 cells in this dominant library	GPe(0.5519)| NAC(0.181)| PuPV(0.1457)| CaT(0.0618)| CaB(0.0287)| PuC(0.0177)| GPi(0.0066)| GPeR(0.0022)| GPeC(0.0022)| CaH(0.0022)| Pu(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0.24	0.0538	0.0571	7512	40965	5.45
AIT117_225	MSN_97		AIT117_342	STRd D1 Striosome	cluster							513	6	['AC025887.2', 'AC015631.1', 'MCTP2', 'GDNF-AS1', 'TMEM44', 'EBF1']	['AC025887.2', 'AC015631.1', 'MCTP2', 'GDNF-AS1', 'TMEM44', 'EBF1', 'LOXHD1', 'AC011246.1', 'SEMA5B', 'RELN']	H23.30.001(0.5146)| H18.30.001(0.2495)| H20.30.002(0.1306)| H20.30.001(0.1053)| H19.30.004(0.0)	Balanced	Balanced	988_D05 (0.2144)|2018_C01 (0.2144)|822_B01 (0.0877)|2016_C03 (0.0741)|2018_B01 (0.0682)|988_E05 (0.0643)|2018_E01 (0.0546)|2013_C01 (0.0409)|2016_B03 (0.0351)|930_E05 (0.0214)|891_A06 (0.0195)|930_B05 (0.0175)|980_C02 (0.0156)|988_C05 (0.0136)|853_B07 (0.0117)	0.2144	988_D05 (0.2144)|a total of 8686 cells in this dominant library	CaT(0.308)| PuPV(0.2963)| GPe(0.23)| CaB(0.0838)| PuC(0.0526)| GPeC(0.0117)| NAC(0.0117)| PuR(0.0039)| GPeR(0.0019)| GPi(0.0)| CaH(0.0)| Pu(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0.39	0.0538	0.0572	8003	48089	6.01
AIT117_226	MSN_98		AIT117_341	STRd D1 Matrix	cluster							2007	4	['RASGRF2-AS1', 'LINC02462', 'FER1L6-AS2', 'GDNF-AS1']	['AP003121.1', 'RASGRF2-AS1', 'AC002066.1', 'LINC02462', 'FER1L6-AS2', 'GDNF-AS1', 'TAC1', 'SNTG2', 'SEMA5B', 'ADAM12']	H20.30.001(0.85)| H23.30.001(0.0772)| H18.30.001(0.0563)| H20.30.002(0.0164)| H19.30.004(0.0)	Balanced	Balanced	980_C02 (0.8291)|2018_E01 (0.0409)|988_D05 (0.0384)|2012_C05 (0.0239)|891_A06 (0.0179)|988_E05 (0.0140)	0.8291	980_C02 (0.8291)|a total of 6906 cells in this dominant library	CaT(0.9332)| CaB(0.0299)| PuPV(0.0299)| GPe(0.0025)| NAC(0.0015)| PuC(0.0015)| CaH(0.001)| PuR(0.0005)| GPi(0.0)| GPeC(0.0)| GPeR(0.0)| Pu(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0.24	0.1	0.0635	6723	25992	3.87
AIT117_227	MSN_99		AIT117_341	STRd D1 Matrix	cluster							2215	6	['AP003121.1', 'AP001993.1', 'LINC02712', 'AC015631.1', 'LINC02462', 'FER1L6-AS2']	['AP003121.1', 'AP001993.1', 'LINC02712', 'AC015631.1', 'LINC02462', 'FER1L6-AS2', 'MCTP2', 'AL445584.2', 'AC011246.1', 'GLI3']	H23.30.001(0.7946)| H20.30.001(0.1187)| H18.30.001(0.0646)| H20.30.002(0.0221)| H19.30.004(0.0)	Balanced	Balanced	2018_E01 (0.4126)|2012_C05 (0.1828)|2018_B01 (0.1508)|980_C02 (0.0993)|988_D05 (0.0442)|2016_C03 (0.0217)|891_A06 (0.0190)|822_B01 (0.0158)|2013_C01 (0.0158)|988_E05 (0.0144)	0.4126	2018_E01 (0.4126)|a total of 6375 cells in this dominant library	CaT(0.7395)| PuPV(0.2027)| CaB(0.0433)| GPe(0.0068)| CaH(0.0023)| PuC(0.0023)| PuR(0.0014)| NAC(0.0009)| Pu(0.0005)| GPeC(0.0005)| GPeR(0.0)| GPi(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.0267	0.0262	7223	34524	4.78
AIT117_228	MSN_100		AIT117_341	STRd D1 Matrix	cluster							1825	4	['AP003121.1', 'FAM163A', 'FRMPD1', 'AC015631.1']	['AP003121.1', 'FAM163A', 'LINC02712', 'FRMPD1', 'AC015631.1', 'LINC02462', 'FER1L6-AS2', 'MCTP2', 'EBF1', 'AL591501.1']	H23.30.001(0.28)| H18.30.001(0.2559)| H20.30.002(0.2351)| H20.30.001(0.229)| H19.30.004(0.0)	Balanced	Balanced	988_D05 (0.2521)|822_B01 (0.2022)|988_E05 (0.1879)|2016_C03 (0.1195)|2018_B01 (0.0926)|980_C02 (0.0356)|2018_E01 (0.0279)|930_B05 (0.0208)|2013_C01 (0.0110)	0.2521	988_D05 (0.2521)|a total of 8686 cells in this dominant library	PuPV(0.6027)| CaT(0.3266)| PuC(0.0307)| CaB(0.0186)| GPe(0.0137)| PuR(0.0038)| GPi(0.0022)| CaH(0.0005)| GPeR(0.0005)| Pu(0.0005)| GPeC(0.0)| NAC(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.04	0.1099	7363	39229	5.33
AIT117_229	MSN_101		AIT117_341	STRd D1 Matrix	cluster							453	3	['AP003121.1', 'FER1L6-AS2', 'TMEM44']	['AP003121.1', 'AP001993.1', 'LINC02712', 'AC015631.1', 'FER1L6-AS2', 'TMEM44', 'AC011246.1', 'AL591501.1', 'LINC02137', 'AL355472.2']	H23.30.001(0.7373)| H20.30.001(0.1656)| H18.30.001(0.0751)| H20.30.002(0.0221)| H19.30.004(0.0)	Balanced	Balanced	2016_C03 (0.5320)|980_C02 (0.0883)|988_D05 (0.0728)|2018_E01 (0.0662)|988_E05 (0.0640)|2018_B01 (0.0464)|2012_C05 (0.0442)|2006_B05 (0.0177)|822_B01 (0.0155)|2013_C01 (0.0132)	0.532	2016_C03 (0.532)|a total of 8224 cells in this dominant library	PuPV(0.6578)| CaT(0.2715)| GPe(0.0287)| CaB(0.0243)| PuC(0.0066)| NAC(0.0044)| CaH(0.0022)| GPi(0.0022)| PuR(0.0022)| GPeR(0.0)| GPeC(0.0)| Pu(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.08	0.0781	5259	18110	3.44
AIT117_102	MSN_102		AIT117_340	STRv D1 Shell	cluster							2884	4	['AC002066.1', 'NPFFR2', 'XIST', 'MCTP2']	['AC002066.1', 'NPFFR2', 'AC015631.1', 'XIST', 'LINC02822', 'MCTP2', 'TESPA1', 'EBF1', 'TAC1', 'MT-ND4L']	H18.30.001(0.5423)| H23.30.001(0.2552)| H20.30.001(0.111)| H20.30.002(0.0915)| H19.30.004(0.0)	Balanced	Balanced	988_D05 (0.5246)|2016_C03 (0.1779)|988_E05 (0.0829)|822_B01 (0.0524)|930_B05 (0.0229)|2018_B01 (0.0205)|980_C02 (0.0160)|2013_A01 (0.0139)	0.5246	988_D05 (0.5246)|a total of 8686 cells in this dominant library	CaT(0.5544)| PuPV(0.3367)| PuC(0.0326)| GPe(0.0316)| NAC(0.0139)| CaB(0.008)| GPi(0.0076)| GPeC(0.0066)| GPeR(0.0066)| PuR(0.001)| Pu(0.0007)| CaH(0.0003)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0.39	0.04	0.2437	6829	29366	4.3
AIT117_103	MSN_103		AIT117_340	STRv D1 Shell	cluster							499	4	['FAM9B', 'MKX', 'GDNF-AS1', 'TESPA1']	['CAV1', 'FAM9B', 'MKX', 'GDNF-AS1', 'MYO1B', 'TESPA1', 'COL4A2', 'ZNF423', 'PCDH11Y', 'BICC1']	H23.30.001(0.7335)| H18.30.001(0.1583)| H20.30.001(0.0681)| H20.30.002(0.0401)| H19.30.004(0.0)	Balanced	Balanced	2016_C03 (0.3727)|2018_C01 (0.3206)|988_D05 (0.1583)|988_E05 (0.0321)|980_C02 (0.0301)|930_B05 (0.0240)|822_B01 (0.0140)|2013_C01 (0.0140)	0.3727	2016_C03 (0.3727)|a total of 8224 cells in this dominant library	PuPV(0.4248)| GPe(0.3327)| CaT(0.1944)| PuC(0.024)| CaB(0.016)| NAC(0.006)| GPi(0.002)| GPeR(0.0)| GPeC(0.0)| CaH(0.0)| Pu(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0.39	0.1183	0.067	7633	43354	5.68
AIT117_104	MSN_104		AIT117_339	STRv D2 Shell	cluster							359	3	['MOXD1', 'ADAMTS18', 'CALCRL']	['LINC00390', 'MOXD1', 'ADAMTS18', 'NEB', 'AC015631.1', 'CALCRL', 'AC087564.1', 'AC008574.1', 'NELL1', 'SEMA5A']	H23.30.001(0.8301)| H20.30.002(0.0808)| H18.30.001(0.0752)| H20.30.001(0.0139)| H19.30.004(0.0)	Balanced	Balanced	2016_C03 (0.7939)|930_B05 (0.0780)|988_D05 (0.0641)|2018_C01 (0.0167)|2013_C01 (0.0111)	0.7939	2016_C03 (0.7939)|a total of 8224 cells in this dominant library	PuPV(0.7967)| PuC(0.078)| CaT(0.0696)| GPe(0.0195)| NAC(0.0167)| CaB(0.0167)| GPi(0.0028)| GPeR(0.0)| GPeC(0.0)| CaH(0.0)| Pu(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.09	0.155	5956	25397	4.26
AIT117_105	MSN_105		AIT117_339	STRv D2 Shell	cluster							76	3	['FREM2', 'GABRG1', 'SYNJ2']	['FREM2', 'FAM160A1', 'SEMA3D', 'ADAMTSL1', 'GABRG1', 'SYNJ2', 'GDA', 'ANKRD34B', 'TRPC4', 'SEMA5A']	H20.30.001(0.7763)| H23.30.001(0.1711)| H20.30.002(0.0526)| H18.30.001(0.0)| H19.30.004(0.0)	Balanced	Balanced	1482_A03 (0.7763)|2018_C01 (0.0789)|2013_A01 (0.0395)|988_C05 (0.0263)|1959_B02 (0.0132)|1959_C02 (0.0132)|2016_C03 (0.0132)|1036_C03 (0.0132)|2012_B05 (0.0132)|930_B05 (0.0132)	0.7763	1482_A03 (0.7763)|a total of 4968 cells in this dominant library	GPi(0.7895)| GPe(0.1184)| CaT(0.0263)| CaH(0.0132)| PuC(0.0132)| Pu(0.0132)| NAC(0.0132)| PuPV(0.0132)| GPeR(0.0)| CaB(0.0)| GPeC(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.1	0.0989	8338	65434.5	7.85
AIT117_230	MSN_106		AIT117_339	STRv D2 Shell	cluster							655	3	['DCDC2C', 'LINC02462', 'COL4A1']	['LINC00390', 'DCDC2C', 'AC015631.1', 'CACNG5', 'LINC02462', 'COL4A1', 'POU6F2', 'PENK', 'SLC24A4', 'SPHKAP']	H23.30.001(0.5267)| H18.30.001(0.2183)| H20.30.002(0.142)| H20.30.001(0.113)| H19.30.004(0.0)	Balanced	Balanced	2016_C03 (0.4412)|988_D05 (0.2153)|930_B05 (0.0840)|980_C02 (0.0748)|2018_C01 (0.0443)|822_B01 (0.0321)|1036_C03 (0.0168)|1482_A03 (0.0153)|2013_C01 (0.0153)|1042_B06 (0.0137)|2018_B01 (0.0122)	0.4412	2016_C03 (0.4412)|a total of 8224 cells in this dominant library	PuPV(0.4855)| CaT(0.2947)| PuC(0.084)| GPe(0.0504)| NAC(0.0458)| GPi(0.0168)| CaB(0.0168)| PuR(0.0015)| GPeR(0.0015)| GPeC(0.0015)| Pu(0.0015)| CaH(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0	0.06	0.2509	5380	19389	3.6
AIT117_231	MSN_107		AIT117_343	STRd D2 Striosome	cluster							2198	3	['PTH2R', 'AL353604.1', 'NDST4']	['AC002066.1', 'PTH2R', 'AL353604.1', 'AC015631.1', 'NDST4', 'FAT1', 'DRD2', 'PENK', 'SLC24A4', 'RELN']	H23.30.001(0.4054)| H18.30.001(0.364)| H20.30.002(0.1174)| H20.30.001(0.1133)| H19.30.004(0.0)	Balanced	Balanced	988_D05 (0.3585)|2018_C01 (0.1770)|2016_C03 (0.1611)|822_B01 (0.0660)|988_E05 (0.0628)|930_B05 (0.0423)|2018_B01 (0.0287)|1482_A03 (0.0159)	0.3585	988_D05 (0.3585)|a total of 8686 cells in this dominant library	CaT(0.3722)| PuPV(0.3185)| GPe(0.1979)| PuC(0.0446)| GPi(0.0237)| NAC(0.0209)| CaB(0.0105)| GPeR(0.01)| GPeC(0.0018)| CaH(0.0)| Pu(0.0)| PuR(0.0)| SN(0.0)| SN-VTA(0.0)| STH(0.0)	Balanced	0	0	0	0	0.24	0.0526	0.1421	6143	26318.5	4.28
